rating_band,chart_id,record_count,player_count,best50_count,best50_user_count,band_user_count,user_count,profile_count,total_users_in_band,best50_rate,avg_achievement,median_achievement,sss_rate,sss_plus_rate,sssplus_rate,avg_chart_rating,max_chart_rating,title,difficulty,level,internal_level,chart_type,category,is_new,best50_section
15500-15799,初音ミクの暴走__dx__master,7,7,7,7,22,22,22,22,0.3182,100.5579,100.5367,1.0,1.0,1.0,312.0,312,初音ミクの暴走,master,13+,13.9,dx,niconico＆ボーカロイド,False,new
15500-15799,胡蝶乃舞__dx__master,7,7,7,7,22,22,22,22,0.3182,100.6502,100.6498,1.0,1.0,1.0,312.0,312,胡蝶乃舞,master,13+,13.9,dx,ゲーム＆バラエティ,False,new
15500-15799,enchanted wanderer__dx__master,7,7,7,7,22,22,22,22,0.3182,100.7346,100.7063,1.0,1.0,1.0,310.1429,311,enchanted wanderer,master,13+,13.8,dx,maimai,False,old
15500-15799,ここからはじまるプロローグ。 (Kanon Remix)__dx__master,7,7,7,7,22,22,22,22,0.3182,100.6997,100.6843,1.0,1.0,1.0,310.0,310,ここからはじまるプロローグ。 (Kanon Remix),master,13+,13.8,dx,maimai,False,old
15500-15799,エゴロック__dx__master,7,7,7,7,22,22,22,22,0.3182,100.6227,100.5982,1.0,1.0,1.0,310.0,310,エゴロック,master,13+,13.8,dx,niconico＆ボーカロイド,False,old
15500-15799,偉大なる悪魔は実は大天使パトラちゃん様なのだ！__dx__master,7,7,7,7,22,22,22,22,0.3182,100.6781,100.6641,1.0,1.0,1.0,310.0,310,偉大なる悪魔は実は大天使パトラちゃん様なのだ！,master,13+,13.8,dx,POPS＆アニメ,False,old
15500-15799,M@GICAL☆CURE! LOVE ♥ SHOT!__dx__master,7,7,7,7,22,22,22,22,0.3182,100.7446,100.7576,1.0,1.0,1.0,308.0,308,M@GICAL☆CURE! LOVE ♥ SHOT!,master,13+,13.6,dx,niconico＆ボーカロイド,False,new
15500-15799,Zitronectar__dx__master,7,7,7,7,22,22,22,22,0.3182,100.0276,100.3976,0.8571,0.1429,0.1429,307.0,321,Zitronectar,master,14,14.4,dx,オンゲキ＆CHUNITHM,False,new
15500-15799,Cthugha__dx__master,6,6,6,6,22,22,22,22,0.2727,100.544,100.5447,1.0,1.0,1.0,319.0,319,Cthugha,master,14,14.2,dx,ゲーム＆バラエティ,False,old
15500-15799,Horoscope Express__dx__master,6,6,6,6,22,22,22,22,0.2727,100.6078,100.5996,1.0,1.0,1.0,315.0,315,Horoscope Express,master,14,14.0,dx,maimai,False,old
15500-15799,Mutation__dx__master,6,6,6,6,22,22,22,22,0.2727,100.5697,100.5631,1.0,1.0,1.0,315.0,315,Mutation,master,14,14.0,dx,maimai,False,old
15500-15799,WE'RE BACK!!__dx__master,6,6,6,6,22,22,22,22,0.2727,100.579,100.5692,1.0,1.0,1.0,315.0,315,WE'RE BACK!!,master,14,14.0,dx,オンゲキ＆CHUNITHM,False,old
15500-15799,Strange Bar__dx__master,6,6,6,6,22,22,22,22,0.2727,100.6303,100.616,1.0,1.0,1.0,312.0,312,Strange Bar,master,13+,13.9,dx,ゲーム＆バラエティ,False,old
15500-15799,Doll Judgment__std__master,6,6,6,6,22,22,22,22,0.2727,100.6935,100.6876,1.0,1.0,1.0,310.0,310,Doll Judgment,master,13+,13.8,std,東方Project,False,old
15500-15799,Magical Paradox__dx__master,6,6,6,6,22,22,22,22,0.2727,100.5846,100.5748,1.0,1.0,1.0,310.0,310,Magical Paradox,master,13+,13.8,dx,maimai,False,new
15500-15799,テトリス__dx__remaster,6,6,6,6,22,22,22,22,0.2727,100.7446,100.7928,1.0,1.0,1.0,308.0,308,テトリス,remaster,13+,13.7,dx,niconico＆ボーカロイド,False,new
15500-15799,#狂った民族２ PRAVARGYAZOOQA__dx__master,6,6,6,6,22,22,22,22,0.2727,100.4458,100.5028,1.0,0.6667,0.6667,319.6667,324,#狂った民族２ PRAVARGYAZOOQA,master,14,14.4,dx,maimai,False,old
15500-15799,QUATTUORUX__dx__master,6,6,6,6,22,22,22,22,0.2727,100.1791,100.1226,1.0,0.1667,0.1667,315.1667,326,QUATTUORUX,master,14,14.5,dx,ゲーム＆バラエティ,False,old
15500-15799,マツヨイナイトバグ__dx__remaster,5,5,5,5,22,22,22,22,0.2273,100.5895,100.5353,1.0,1.0,1.0,321.0,321,マツヨイナイトバグ,remaster,14,14.3,dx,東方Project,False,old
15500-15799,Love's Theme of BADASS ～バッド・アス 愛のテーマ～__dx__master,5,5,5,5,22,22,22,22,0.2273,100.5364,100.5349,1.0,1.0,1.0,317.0,317,Love's Theme of BADASS ～バッド・アス 愛のテーマ～,master,14,14.1,dx,ゲーム＆バラエティ,False,old
15500-15799,カゲロウデイズ__std__remaster,5,5,5,5,22,22,22,22,0.2273,100.5965,100.606,1.0,1.0,1.0,317.0,317,カゲロウデイズ,remaster,14,14.1,std,niconico＆ボーカロイド,False,old
15500-15799,Beat Opera op.1__dx__master,5,5,5,5,22,22,22,22,0.2273,100.5568,100.5284,1.0,1.0,1.0,315.0,315,Beat Opera op.1,master,14,14.0,dx,maimai,False,old
15500-15799,僕の和風本当上手__dx__master,5,5,5,5,22,22,22,22,0.2273,100.6762,100.6619,1.0,1.0,1.0,315.0,315,僕の和風本当上手,master,14,14.0,dx,ゲーム＆バラエティ,False,old
15500-15799,Last Samurai__dx__master,5,5,5,5,22,22,22,22,0.2273,100.802,100.8538,1.0,1.0,1.0,312.2,313,Last Samurai,master,13+,13.9,dx,maimai,False,old
15500-15799,Arty Party__dx__master,5,5,5,5,22,22,22,22,0.2273,100.6403,100.5983,1.0,1.0,1.0,312.0,312,Arty Party,master,13+,13.9,dx,ゲーム＆バラエティ,False,old
15500-15799,ozma__dx__master,5,5,5,5,22,22,22,22,0.2273,100.7093,100.6523,1.0,1.0,1.0,312.0,312,ozma,master,13+,13.9,dx,ゲーム＆バラエティ,False,old
15500-15799,れっつ！みらくる☆はーどこあっ！__dx__master,5,5,5,5,22,22,22,22,0.2273,100.5572,100.5435,1.0,1.0,1.0,312.0,312,れっつ！みらくる☆はーどこあっ！,master,13+,13.9,dx,ゲーム＆バラエティ,False,old
15500-15799,スーパーシンメトリー__dx__master,5,5,5,5,22,22,22,22,0.2273,100.6421,100.6687,1.0,1.0,1.0,312.0,312,スーパーシンメトリー,master,13+,13.9,dx,ゲーム＆バラエティ,False,old
15500-15799,Complex Mind__dx__master,5,5,5,5,22,22,22,22,0.2273,100.717,100.7304,1.0,1.0,1.0,310.0,310,Complex Mind,master,13+,13.8,dx,ゲーム＆バラエティ,False,old
15500-15799,Eternal Return__dx__master,5,5,5,5,22,22,22,22,0.2273,100.5714,100.5585,1.0,1.0,1.0,310.0,310,Eternal Return,master,13+,13.8,dx,maimai,False,new
15500-15799,Final Step!__dx__master,5,5,5,5,22,22,22,22,0.2273,100.6827,100.7009,1.0,1.0,1.0,310.0,310,Final Step!,master,13+,13.8,dx,ゲーム＆バラエティ,False,old
15500-15799,INTERNET YAMERO__dx__remaster,5,5,5,5,22,22,22,22,0.2273,100.6334,100.6215,1.0,1.0,1.0,310.0,310,INTERNET YAMERO,remaster,13+,13.8,dx,POPS＆アニメ,False,old
15500-15799,Leave All Behind__dx__master,5,5,5,5,22,22,22,22,0.2273,100.6468,100.6468,1.0,1.0,1.0,310.0,310,Leave All Behind,master,13+,13.8,dx,ゲーム＆バラエティ,False,new
15500-15799,Lost Desire__dx__master,5,5,5,5,22,22,22,22,0.2273,100.5998,100.6122,1.0,1.0,1.0,310.0,310,Lost Desire,master,13+,13.8,dx,ゲーム＆バラエティ,False,old
15500-15799,ずんだパーリナイ__dx__master,5,5,5,5,22,22,22,22,0.2273,100.6573,100.6102,1.0,1.0,1.0,310.0,310,ずんだパーリナイ,master,13+,13.7,dx,niconico＆ボーカロイド,False,old
15500-15799,イーヴィルガール__dx__master,5,5,5,5,22,22,22,22,0.2273,100.6421,100.6278,1.0,1.0,1.0,310.0,310,イーヴィルガール,master,13+,13.8,dx,オンゲキ＆CHUNITHM,False,new
15500-15799,ウルトラトレーラー__dx__master,5,5,5,5,22,22,22,22,0.2273,100.605,100.6038,1.0,1.0,1.0,310.0,310,ウルトラトレーラー,master,13+,13.8,dx,niconico＆ボーカロイド,False,old
15500-15799,Hainuwele__dx__master,5,5,5,5,22,22,22,22,0.2273,100.5078,100.5821,1.0,0.8,0.8,318.6,321,Hainuwele,master,14,14.3,dx,オンゲキ＆CHUNITHM,False,old
15500-15799,Trick tear__dx__master,5,5,5,5,22,22,22,22,0.2273,100.411,100.3105,1.0,0.4,0.4,316.6,324,Trick tear,master,14,14.4,dx,maimai,False,old
15500-15799,Chronomia__dx__master,4,4,4,4,22,22,22,22,0.1818,100.5678,100.5328,1.0,1.0,1.0,319.0,319,Chronomia,master,14,14.2,dx,ゲーム＆バラエティ,False,old
15500-15799,勦滅__dx__master,4,4,4,4,22,22,22,22,0.1818,100.6657,100.6447,1.0,1.0,1.0,319.0,319,勦滅,master,14,14.2,dx,maimai,False,old
15500-15799,美夜月鏡__dx__master,4,4,4,4,22,22,22,22,0.1818,100.5808,100.5782,1.0,1.0,1.0,319.0,319,美夜月鏡,master,14,14.1,dx,オンゲキ＆CHUNITHM,False,old
15500-15799,FREEDOM DiVE (tpz Overcute Remix)__std__master,4,4,4,4,22,22,22,22,0.1818,100.5907,100.5968,1.0,1.0,1.0,317.0,317,FREEDOM DiVE (tpz Overcute Remix),master,14,14.1,std,ゲーム＆バラエティ,False,old
15500-15799,R'N'R Monsta__dx__master,4,4,4,4,22,22,22,22,0.1818,100.5063,100.5068,1.0,1.0,1.0,317.0,317,R'N'R Monsta,master,14,14.1,dx,オンゲキ＆CHUNITHM,False,old
15500-15799,The wheel to the right__std__master,4,4,4,4,22,22,22,22,0.1818,100.5898,100.5834,1.0,1.0,1.0,315.0,315,The wheel to the right,master,14,14.0,std,オンゲキ＆CHUNITHM,False,old
15500-15799,Unwelcome School__dx__remaster,4,4,4,4,22,22,22,22,0.1818,100.5759,100.5923,1.0,1.0,1.0,315.0,315,Unwelcome School,remaster,14,14.1,dx,ゲーム＆バラエティ,False,new
15500-15799,taboo tears you up__dx__master,4,4,4,4,22,22,22,22,0.1818,100.6778,100.6722,1.0,1.0,1.0,315.0,315,taboo tears you up,master,14,14.0,dx,東方Project,False,old
15500-15799,もうみんなしねばいいのに__std__master,4,4,4,4,22,22,22,22,0.1818,100.6403,100.5853,1.0,1.0,1.0,315.0,315,もうみんなしねばいいのに,master,14,14.0,std,東方Project,False,old
15500-15799,Comet Panto Men!__dx__master,4,4,4,4,22,22,22,22,0.1818,100.5916,100.584,1.0,1.0,1.0,312.0,312,Comet Panto Men!,master,13+,13.9,dx,maimai,False,old
15500-15799,NightTheater__dx__master,4,4,4,4,22,22,22,22,0.1818,100.6316,100.6368,1.0,1.0,1.0,312.0,312,NightTheater,master,13+,13.9,dx,ゲーム＆バラエティ,False,old
15500-15799,tiny tales continue__dx__master,4,4,4,4,22,22,22,22,0.1818,100.6021,100.6159,1.0,1.0,1.0,312.0,312,tiny tales continue,master,13+,13.9,dx,ゲーム＆バラエティ,False,old
15500-15799,廃墟にいますキャンペーン__dx__master,4,4,4,4,22,22,22,22,0.1818,100.6126,100.5998,1.0,1.0,1.0,312.0,312,廃墟にいますキャンペーン,master,13+,13.9,dx,maimai,False,new
15500-15799,Feel The Luv__dx__master,4,4,4,4,22,22,22,22,0.1818,100.5864,100.5864,1.0,1.0,1.0,310.0,310,Feel The Luv,master,13+,13.8,dx,maimai,False,new
15500-15799,Knight Rider__dx__master,4,4,4,4,22,22,22,22,0.1818,100.6117,100.5903,1.0,1.0,1.0,310.0,310,Knight Rider,master,13+,13.8,dx,ゲーム＆バラエティ,False,old
15500-15799,Lunatic Vibes__dx__master,4,4,4,4,22,22,22,22,0.1818,100.6477,100.658,1.0,1.0,1.0,310.0,310,Lunatic Vibes,master,13+,13.8,dx,maimai,False,old
15500-15799,Rainbow Rush Story__dx__master,4,4,4,4,22,22,22,22,0.1818,100.6067,100.6222,1.0,1.0,1.0,310.0,310,Rainbow Rush Story,master,13+,13.8,dx,maimai,False,old
15500-15799,モエチャッカファイア__dx__master,4,4,4,4,22,22,22,22,0.1818,100.6258,100.6248,1.0,1.0,1.0,310.0,310,モエチャッカファイア,master,13+,13.9,dx,POPS＆アニメ,False,new
15500-15799,Xaleid◆scopiX__dx__expert,4,4,4,4,22,22,22,22,0.1818,100.6427,100.6489,1.0,1.0,1.0,308.0,308,Xaleid◆scopiX,expert,13+,13.7,dx,maimai,False,new
15500-15799,きゅうくらりん__dx__master,4,4,4,4,22,22,22,22,0.1818,100.7952,100.8115,1.0,1.0,1.0,308.0,308,きゅうくらりん,master,13+,13.7,dx,niconico＆ボーカロイド,False,old
15500-15799,エンジェル ドリーム__dx__master,4,4,4,4,22,22,22,22,0.1818,100.7402,100.7026,1.0,1.0,1.0,308.0,308,エンジェル ドリーム,master,13+,13.6,dx,ゲーム＆バラエティ,False,new
15500-15799,ヒアソビ__dx__master,4,4,4,4,22,22,22,22,0.1818,100.6448,100.645,1.0,1.0,1.0,308.0,308,ヒアソビ,master,13+,13.7,dx,niconico＆ボーカロイド,False,new
15500-15799,Fraq__dx__master,4,4,4,4,22,22,22,22,0.1818,100.4278,100.6866,0.75,0.75,0.75,302.75,308,Fraq,master,13+,13.7,dx,maimai,False,new
15500-15799,Retribution ～ Cycle of Redemption ～__dx__master,4,4,4,4,22,22,22,22,0.1818,100.2323,100.152,1.0,0.25,0.25,314.25,324,Retribution ～ Cycle of Redemption ～,master,14,14.4,dx,ゲーム＆バラエティ,False,new
15500-15799,MarbleBlue.__dx__master,4,4,4,4,22,22,22,22,0.1818,100.191,100.1573,1.0,0.0,0.0,313.5,314,MarbleBlue.,master,14,14.5,dx,オンゲキ＆CHUNITHM,False,old
15500-15799,184億回のマルチトニック__dx__master,3,3,3,3,22,22,22,22,0.1364,100.5648,100.5626,1.0,1.0,1.0,317.0,317,184億回のマルチトニック,master,14,14.0,dx,maimai,False,old
15500-15799,JINGLE DEATH__dx__master,3,3,3,3,22,22,22,22,0.1364,100.7019,100.6826,1.0,1.0,1.0,317.0,317,JINGLE DEATH,master,14,14.1,dx,ゲーム＆バラエティ,False,new
15500-15799,Now or Never__dx__remaster,3,3,3,3,22,22,22,22,0.1364,100.5628,100.5307,1.0,1.0,1.0,317.0,317,Now or Never,remaster,14,14.1,dx,maimai,False,old
15500-15799,エータ・ベータ・イータ__dx__master,3,3,3,3,22,22,22,22,0.1364,100.5452,100.5372,1.0,1.0,1.0,317.0,317,エータ・ベータ・イータ,master,14,14.1,dx,オンゲキ＆CHUNITHM,False,old
15500-15799,火炎地獄__dx__master,3,3,3,3,22,22,22,22,0.1364,100.5773,100.6126,1.0,1.0,1.0,317.0,317,火炎地獄,master,14,14.1,dx,maimai,False,old
15500-15799,Jumble Rumble__std__master,3,3,3,3,22,22,22,22,0.1364,100.5597,100.5315,1.0,1.0,1.0,315.0,315,Jumble Rumble,master,14,14.0,std,maimai,False,old
15500-15799,Justified__std__master,3,3,3,3,22,22,22,22,0.1364,100.5618,100.5681,1.0,1.0,1.0,315.0,315,Justified,master,14,14.0,std,maimai,False,old
15500-15799,Starry Colors__dx__master,3,3,3,3,22,22,22,22,0.1364,100.6142,100.6203,1.0,1.0,1.0,315.0,315,Starry Colors,master,14,14.0,dx,maimai,False,old
15500-15799,Sun Dance__std__remaster,3,3,3,3,22,22,22,22,0.1364,100.5501,100.5509,1.0,1.0,1.0,315.0,315,Sun Dance,remaster,14,14.0,std,ゲーム＆バラエティ,False,old
15500-15799,The Great Banquet__dx__master,3,3,3,3,22,22,22,22,0.1364,100.6934,100.7168,1.0,1.0,1.0,315.0,315,The Great Banquet,master,14,14.0,dx,maimai,False,old
15500-15799,ウサテイ__std__master,3,3,3,3,22,22,22,22,0.1364,100.5753,100.5559,1.0,1.0,1.0,315.0,315,ウサテイ,master,14,14.0,std,東方Project,False,old
15500-15799,幸せになれる隠しコマンドがあるらしい__std__master,3,3,3,3,22,22,22,22,0.1364,100.5803,100.5476,1.0,1.0,1.0,315.0,315,幸せになれる隠しコマンドがあるらしい,master,14,14.0,std,niconico＆ボーカロイド,False,old
15500-15799,星詠みとデスペラード__dx__master,3,3,3,3,22,22,22,22,0.1364,100.5479,100.5413,1.0,1.0,1.0,315.0,315,星詠みとデスペラード,master,14,14.0,dx,maimai,False,old
15500-15799,Armageddon__dx__master,3,3,3,3,22,22,22,22,0.1364,100.5915,100.5365,1.0,1.0,1.0,312.0,312,Armageddon,master,13+,13.9,dx,東方Project,False,old
15500-15799,Destiny Runner__dx__master,3,3,3,3,22,22,22,22,0.1364,100.5832,100.6118,1.0,1.0,1.0,312.0,312,Destiny Runner,master,13+,13.9,dx,東方Project,False,old
15500-15799,Flashback__dx__master,3,3,3,3,22,22,22,22,0.1364,100.6098,100.5681,1.0,1.0,1.0,312.0,312,Flashback,master,13+,13.8,dx,maimai,False,old
15500-15799,LiftOff__dx__master,3,3,3,3,22,22,22,22,0.1364,100.6782,100.6484,1.0,1.0,1.0,312.0,312,LiftOff,master,13+,13.9,dx,オンゲキ＆CHUNITHM,False,old
15500-15799,folern__dx__master,3,3,3,3,22,22,22,22,0.1364,100.623,100.6322,1.0,1.0,1.0,312.0,312,folern,master,13+,13.9,dx,オンゲキ＆CHUNITHM,False,old
15500-15799,ハードコア・シンドローム__dx__master,3,3,3,3,22,22,22,22,0.1364,100.5757,100.5412,1.0,1.0,1.0,312.0,312,ハードコア・シンドローム,master,13+,13.9,dx,オンゲキ＆CHUNITHM,False,old
15500-15799,モ°ルモ°ル__dx__master,3,3,3,3,22,22,22,22,0.1364,100.6527,100.6567,1.0,1.0,1.0,312.0,312,モ°ルモ°ル,master,13+,13.9,dx,maimai,False,old
15500-15799,四月の雨__std__master,3,3,3,3,22,22,22,22,0.1364,100.6372,100.6515,1.0,1.0,1.0,312.0,312,四月の雨,master,13+,13.9,std,maimai,False,old
15500-15799,少女幻葬戦慄曲 ～ Necro Fantasia__std__master,3,3,3,3,22,22,22,22,0.1364,100.5997,100.6307,1.0,1.0,1.0,312.0,312,少女幻葬戦慄曲 ～ Necro Fantasia,master,13+,13.9,std,東方Project,False,old
15500-15799,熱異常__dx__remaster,3,3,3,3,22,22,22,22,0.1364,100.6102,100.6046,1.0,1.0,1.0,312.0,312,熱異常,remaster,13+,13.9,dx,niconico＆ボーカロイド,False,old
15500-15799,"Hello, Hologram__dx__master",3,3,3,3,22,22,22,22,0.1364,100.6434,100.6384,1.0,1.0,1.0,310.0,310,"Hello, Hologram",master,13+,13.8,dx,POPS＆アニメ,False,old
15500-15799,How To Make 音ゲ～曲！__dx__master,3,3,3,3,22,22,22,22,0.1364,100.7763,100.7807,1.0,1.0,1.0,310.0,310,How To Make 音ゲ～曲！,master,13+,13.7,dx,ゲーム＆バラエティ,False,old
15500-15799,MAXRAGE__dx__master,3,3,3,3,22,22,22,22,0.1364,100.6377,100.6559,1.0,1.0,1.0,310.0,310,MAXRAGE,master,13+,13.8,dx,maimai,False,old
15500-15799,Nyan Cat EX__std__master,3,3,3,3,22,22,22,22,0.1364,100.6078,100.6365,1.0,1.0,1.0,310.0,310,Nyan Cat EX,master,13+,13.8,std,niconico＆ボーカロイド,False,old
15500-15799,Tidal Wave__dx__master,3,3,3,3,22,22,22,22,0.1364,100.6075,100.5933,1.0,1.0,1.0,310.0,310,Tidal Wave,master,13+,13.8,dx,オンゲキ＆CHUNITHM,False,new
15500-15799,あつすぎの歌__dx__master,3,3,3,3,22,22,22,22,0.1364,100.6422,100.6426,1.0,1.0,1.0,310.0,310,あつすぎの歌,master,13+,13.8,dx,POPS＆アニメ,False,old
15500-15799,六兆年と一夜物語__dx__master,3,3,3,3,22,22,22,22,0.1364,100.7026,100.7301,1.0,1.0,1.0,310.0,310,六兆年と一夜物語,master,13+,13.8,dx,niconico＆ボーカロイド,False,old
15500-15799,系ぎて__dx__expert,3,3,3,3,22,22,22,22,0.1364,100.618,100.6425,1.0,1.0,1.0,310.0,310,系ぎて,expert,13+,13.8,dx,maimai,False,old
15500-15799,群青シグナル__dx__master,3,3,3,3,22,22,22,22,0.1364,100.6588,100.6673,1.0,1.0,1.0,310.0,310,群青シグナル,master,13+,13.8,dx,maimai,False,old
15500-15799,CiRCLE CAMPAiGN__dx__master,3,3,3,3,22,22,22,22,0.1364,100.6905,100.7466,1.0,1.0,1.0,308.0,308,CiRCLE CAMPAiGN,master,13+,13.7,dx,maimai,False,new
15500-15799,み　む　かｩ　わ　ナ　イ　ス　ト　ラ　イ__dx__master,3,3,3,3,22,22,22,22,0.1364,100.6992,100.6752,1.0,1.0,1.0,308.0,308,み　む　かｩ　わ　ナ　イ　ス　ト　ラ　イ,master,13+,13.7,dx,niconico＆ボーカロイド,False,new
15500-15799,バベル__dx__master,3,3,3,3,22,22,22,22,0.1364,100.7078,100.6784,1.0,1.0,1.0,308.0,308,バベル,master,13+,13.7,dx,niconico＆ボーカロイド,False,old
15500-15799,月光__dx__master,3,3,3,3,22,22,22,22,0.1364,100.6592,100.6615,1.0,1.0,1.0,308.0,308,月光,master,13+,13.7,dx,niconico＆ボーカロイド,False,new
15500-15799,Energizing Flame__dx__master,3,3,3,3,22,22,22,22,0.1364,100.5077,100.5093,1.0,0.6667,0.6667,320.0,324,Energizing Flame,master,14,14.4,dx,maimai,False,old
15500-15799,GEOMETRIC DANCE__dx__master,3,3,3,3,22,22,22,22,0.1364,100.4224,100.5753,1.0,0.6667,0.6667,319.6667,324,GEOMETRIC DANCE,master,14,14.4,dx,オンゲキ＆CHUNITHM,False,old
15500-15799,Trrricksters!!__dx__master,3,3,3,3,22,22,22,22,0.1364,100.3579,100.5138,1.0,0.6667,0.6667,316.6667,321,Trrricksters!!,master,14,14.3,dx,オンゲキ＆CHUNITHM,False,old
15500-15799,Bloody Trail__dx__master,3,3,3,3,22,22,22,22,0.1364,100.2031,100.0407,1.0,0.3333,0.3333,317.3333,326,Bloody Trail,master,14,14.5,dx,maimai,False,old
15500-15799,Falsum Atlantis.__dx__master,3,3,3,3,22,22,22,22,0.1364,100.2626,100.2009,1.0,0.3333,0.3333,317.3333,326,Falsum Atlantis.,master,14,14.5,dx,オンゲキ＆CHUNITHM,False,old
15500-15799,Cryptarithm__dx__master,3,3,3,3,22,22,22,22,0.1364,100.0906,100.1019,1.0,0.0,0.0,317.0,317,Cryptarithm,master,14+,14.6,dx,maimai,False,old
15500-15799,ViRTUS__dx__master,3,3,3,3,22,22,22,22,0.1364,100.1854,100.1428,1.0,0.0,0.0,315.3333,316,ViRTUS,master,14+,14.6,dx,maimai,False,old
15500-15799,Break The Speakers__dx__master,3,3,3,3,22,22,22,22,0.1364,100.0171,100.0965,0.6667,0.0,0.0,314.3333,318,Break The Speakers,master,14+,14.7,dx,maimai,False,new
15500-15799,雨露霜雪__dx__master,3,3,3,3,22,22,22,22,0.1364,99.926,100.0467,0.6667,0.0,0.0,314.3333,317,雨露霜雪,master,14+,14.6,dx,maimai,False,old
15500-15799,VIIIbit Explorer__std__master,3,3,3,3,22,22,22,22,0.1364,100.1142,100.1314,1.0,0.0,0.0,313.0,313,VIIIbit Explorer,master,14,14.5,std,maimai,False,old
15500-15799,アポカリプスに反逆の焔を焚べろ__dx__master,3,3,3,3,22,22,22,22,0.1364,100.1681,100.1901,1.0,0.0,0.0,313.0,313,アポカリプスに反逆の焔を焚べろ,master,14,14.5,dx,maimai,False,old
15500-15799,ヤミナベ!!!!__dx__master,3,3,3,3,22,22,22,22,0.1364,100.0394,100.0429,1.0,0.0,0.0,313.0,313,ヤミナベ!!!!,master,14,14.5,dx,niconico＆ボーカロイド,False,new
15500-15799,Destined Marionette__dx__master,2,2,2,2,22,22,22,22,0.0909,100.5381,100.5381,1.0,1.0,1.0,319.0,319,Destined Marionette,master,14,14.3,dx,ゲーム＆バラエティ,False,new
15500-15799,Destr0yer__std__master,2,2,2,2,22,22,22,22,0.0909,100.5473,100.5473,1.0,1.0,1.0,319.0,319,Destr0yer,master,14,14.2,std,ゲーム＆バラエティ,False,old
15500-15799,蜘蛛の糸__dx__master,2,2,2,2,22,22,22,22,0.0909,100.5578,100.5578,1.0,1.0,1.0,319.0,319,蜘蛛の糸,master,14,14.2,dx,オンゲキ＆CHUNITHM,False,old
15500-15799,"Good bye, Merry-Go-Round.__dx__master",2,2,2,2,22,22,22,22,0.0909,100.6523,100.6523,1.0,1.0,1.0,317.0,317,"Good bye, Merry-Go-Round.",master,14,14.1,dx,オンゲキ＆CHUNITHM,False,old
15500-15799,HECATONCHEIR__dx__master,2,2,2,2,22,22,22,22,0.0909,100.7762,100.7762,1.0,1.0,1.0,317.0,317,HECATONCHEIR,master,14,14.1,dx,maimai,False,old
15500-15799,NAGAREBOSHI☆ROCKET__dx__master,2,2,2,2,22,22,22,22,0.0909,100.6104,100.6104,1.0,1.0,1.0,317.0,317,NAGAREBOSHI☆ROCKET,master,14,14.1,dx,maimai,False,old
15500-15799,おべんきょうたいむ__dx__master,2,2,2,2,22,22,22,22,0.0909,100.6098,100.6098,1.0,1.0,1.0,317.0,317,おべんきょうたいむ,master,14,14.1,dx,niconico＆ボーカロイド,False,new
15500-15799,火炎地獄__std__master,2,2,2,2,22,22,22,22,0.0909,100.5606,100.5606,1.0,1.0,1.0,317.0,317,火炎地獄,master,14,14.1,std,maimai,False,old
15500-15799,麒麟__std__master,2,2,2,2,22,22,22,22,0.0909,100.526,100.526,1.0,1.0,1.0,317.0,317,麒麟,master,14,14.1,std,ゲーム＆バラエティ,False,old
15500-15799,Alcyone__dx__master,2,2,2,2,22,22,22,22,0.0909,100.6366,100.6366,1.0,1.0,1.0,315.0,315,Alcyone,master,14,14.0,dx,maimai,False,old
15500-15799,B.B.K.K.B.K.K.__std__master,2,2,2,2,22,22,22,22,0.0909,100.6391,100.6391,1.0,1.0,1.0,315.0,315,B.B.K.K.B.K.K.,master,14,14.0,std,ゲーム＆バラエティ,False,old
15500-15799,FFT__std__master,2,2,2,2,22,22,22,22,0.0909,100.7458,100.7458,1.0,1.0,1.0,315.0,315,FFT,master,14,14.0,std,maimai,False,old
15500-15799,JACKY [Remix]__std__remaster,2,2,2,2,22,22,22,22,0.0909,100.6005,100.6005,1.0,1.0,1.0,315.0,315,JACKY [Remix],remaster,14,14.0,std,ゲーム＆バラエティ,False,old
15500-15799,分からない__std__master,2,2,2,2,22,22,22,22,0.0909,100.6046,100.6046,1.0,1.0,1.0,315.0,315,分からない,master,14,14.0,std,maimai,False,old
15500-15799,夜明けまであと３秒__std__master,2,2,2,2,22,22,22,22,0.0909,100.5464,100.5464,1.0,1.0,1.0,315.0,315,夜明けまであと３秒,master,14,14.0,std,ゲーム＆バラエティ,False,old
15500-15799,DRAGONLADY__std__master,2,2,2,2,22,22,22,22,0.0909,100.5859,100.5859,1.0,1.0,1.0,312.0,312,DRAGONLADY,master,13+,13.9,std,ゲーム＆バラエティ,False,old
15500-15799,"Good Bye, Mr. Jack__std__master",2,2,2,2,22,22,22,22,0.0909,100.5658,100.5658,1.0,1.0,1.0,312.0,312,"Good Bye, Mr. Jack",master,13+,13.9,std,ゲーム＆バラエティ,False,old
15500-15799,Imitation:Loud Lounge__dx__master,2,2,2,2,22,22,22,22,0.0909,100.7015,100.7015,1.0,1.0,1.0,312.0,312,Imitation:Loud Lounge,master,13+,13.9,dx,maimai,False,old
15500-15799,Löschen__dx__master,2,2,2,2,22,22,22,22,0.0909,100.6404,100.6404,1.0,1.0,1.0,312.0,312,Löschen,master,13+,13.9,dx,ゲーム＆バラエティ,False,old
